,Возраст (лет),мужчины,женщины,region
115,моложе трудоспособного,1009310.0,952964.0,г. Москва
116,трудоспособного,3753095.0,3551195.0,г. Москва
117,старше трудоспособного,1095519.0,2315996.0,г. Москва
0,0,17426.0,16645.0,Челябинская область
1,1,19235.0,18156.0,Челябинская область
2,2,20346.0,19472.0,Челябинская область
3,0-2,57007.0,54273.0,Челябинская область
4,3,23670.0,22510.0,Челябинская область
5,4,24669.0,23347.0,Челябинская область
6,0-4,105346.0,100130.0,Челябинская область
7,5,25266.0,23805.0,Челябинская область
8,3-5,73605.0,69662.0,Челябинская область
9,6,24868.0,23655.0,Челябинская область
10,1-6,138054.0,130945.0,Челябинская область
11,7,25339.0,24121.0,Челябинская область
12,8,24106.0,22806.0,Челябинская область
13,9,22635.0,21154.0,Челябинская область
14,5-9,122214.0,115541.0,Челябинская область
15,10,22250.0,21015.0,Челябинская область
16,11,21817.0,20715.0,Челябинская область
17,12,20116.0,19430.0,Челябинская область
18,13,18623.0,17525.0,Челябинская область
19,8-13,129547.0,122645.0,Челябинская область
20,0-13,310366.0,294356.0,Челябинская область
21,14,18212.0,17338.0,Челябинская область
22,10-14,101018.0,96023.0,Челябинская область
23,0-14,328578.0,311694.0,Челябинская область
24,15,18500.0,17795.0,Челябинская область
25,14-15,36712.0,35133.0,Челябинская область
26,16,18272.0,17490.0,Челябинская область
27,17,17936.0,17172.0,Челябинская область
28,16-17,36208.0,34662.0,Челябинская область
29,0-17,383286.0,364151.0,Челябинская область
30,18,15972.0,15843.0,Челябинская область
31,19,15395.0,15748.0,Челябинская область
32,15-19,86075.0,84048.0,Челябинская область
33,20,14633.0,15098.0,Челябинская область
34,21,16217.0,15832.0,Челябинская область
35,22,14787.0,15112.0,Челябинская область
36,23,15483.0,15965.0,Челябинская область
37,24,17153.0,16763.0,Челябинская область
38,20-24,78273.0,78770.0,Челябинская область
39,25,18957.0,18201.0,Челябинская область
40,26,18245.0,18023.0,Челябинская область
41,27,22366.0,22159.0,Челябинская область
42,28,25040.0,24192.0,Челябинская область
43,29,27115.0,27162.0,Челябинская область
44,25-29,111723.0,109737.0,Челябинская область
45,20-29,189996.0,188507.0,Челябинская область
46,16-29,257571.0,254760.0,Челябинская область
47,30,28097.0,28281.0,Челябинская область
48,31,30373.0,30148.0,Челябинская область
49,32,31046.0,30821.0,Челябинская область
50,33,30325.0,30492.0,Челябинская область
51,34,29655.0,29767.0,Челябинская область
52,30-34,149496.0,149509.0,Челябинская область
53,15-34,425567.0,422064.0,Челябинская область
54,35,28888.0,29485.0,Челябинская область
55,36,29182.0,29927.0,Челябинская область
56,37,26498.0,28039.0,Челябинская область
57,38,25360.0,27021.0,Челябинская область
58,39,26018.0,27970.0,Челябинская область
59,35-39,135946.0,142442.0,Челябинская область
60,20-39,475438.0,480458.0,Челябинская область
61,40,24222.0,26233.0,Челябинская область
62,41,23978.0,26513.0,Челябинская область
63,42,23754.0,26184.0,Челябинская область
64,43,23441.0,26323.0,Челябинская область
65,44,23315.0,26542.0,Челябинская область
66,40-44,118710.0,131795.0,Челябинская область
67,45,22537.0,25169.0,Челябинская область
68,46,21820.0,24663.0,Челябинская область
69,47,21494.0,24471.0,Челябинская область
70,48,20752.0,23334.0,Челябинская область
71,49,21024.0,23471.0,Челябинская область
72,45-49,107627.0,121108.0,Челябинская область
73,15-49,787850.0,817409.0,Челябинская область
74,50,19165.0,21821.0,Челябинская область
75,51,18571.0,21237.0,Челябинская область
76,52,17745.0,20651.0,Челябинская область
77,53,17679.0,21035.0,Челябинская область
78,54,18144.0,22008.0,Челябинская область
79,50-54,91304.0,106752.0,Челябинская область
80,55,18760.0,22819.0,Челябинская область
81,56,20233.0,25139.0,Челябинская область
82,57,20696.0,26209.0,Челябинская область
83,58,21525.0,27763.0,Челябинская область
84,59,22781.0,29706.0,Челябинская область
85,55-59,103995.0,131636.0,Челябинская область
86,60,20833.0,28332.0,Челябинская область
87,61,20353.0,28105.0,Челябинская область
88,62,19600.0,27828.0,Челябинская область
89,63,18546.0,26907.0,Челябинская область
90,64,18457.0,28160.0,Челябинская область
91,60-64,97789.0,139332.0,Челябинская область
92,65,17742.0,27949.0,Челябинская область
93,66,15680.0,25146.0,Челябинская область
94,67,15829.0,26529.0,Челябинская область
95,68,14890.0,25643.0,Челябинская область
96,69,14061.0,23722.0,Челябинская область
97,65-69,78202.0,128989.0,Челябинская область
98,70,13477.0,24146.0,Челябинская область
99,71,10460.0,19271.0,Челябинская область
100,72,9591.0,18848.0,Челябинская область
101,73,8288.0,16462.0,Челябинская область
102,74,4911.0,10070.0,Челябинская область
103,70-74,46727.0,88797.0,Челябинская область
104,75,3202.0,6808.0,Челябинская область
105,76,2909.0,6490.0,Челябинская область
106,77,3686.0,9208.0,Челябинская область
107,78,5526.0,13995.0,Челябинская область
108,79,5828.0,15209.0,Челябинская область
109,75-79,21151.0,51710.0,Челябинская область
110,80 и старше,31973.0,102481.0,Челябинская область
111,85 и старше,10000.0,37622.0,Челябинская область
112,,,,Челябинская область
113,Итого,1587569.0,1878800.0,Челябинская область
114,,,,Челябинская область
115,моложе трудоспособного,347078.0,329489.0,Челябинская область
116,трудоспособного,985482.0,929185.0,Челябинская область
117,старше трудоспособного,255009.0,620126.0,Челябинская область
0,0,21763.0,20737.0,Республика Татарстан
